"","1","0.200508504295985","0.122941059734074","0.108039925414062","0.082579185520362","0.081144931861136","0.0718378140149846","0.0624073769142104","0.0589807555238774","0.0576701268742791","0.0471228984134501","0.0457278076234331","0.0442112506451058","0.0435577543557754","0.0425462812601494","0.0388783760536728","0.0314650934119961","0.0292479108635097","0.0282805429864253","0.0278247302041347","0.0274411974340698","0.0255339873373687","0.0250291488534784","0.0217779944742402","0.0196816519681652","0.018898931799507","0.0183397683397683","0.0178708981666923","0.0163085188027629","0.0161943319838057","0.0153064774229458","0.014916810097533","0.013996138996139","0.013092358047531","0.0120920556494604","0.0120914746341891","0.0108161258603737","0.010401430196652","0.0101214574898785","0.00974342318934719","0.00940572894399316","0.00909444228527011","0.00772083100523188","0.00763358778625954","0.00754668713225889","0.00732799565748405","0.00728897249000706","0.00705384434516812","0.00678541136556404","0.00677200902934537","0.00603448275862069","0.00517985611510791","0.0050819241216157","0.00503819275150333","0.00490742806156591","0.00354609929078014","0.0033167495854063","0.00265957446808511","0.00225733634311512","0.00213338751460355","0.00211528291909043","0.00172413793103448","0.00132141469102215","0.000710395453469098","0.00066096152508175","0.000236798484489699","0"
"30001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30003",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30005",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,34,33,32,31,30,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"16017",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"16021",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,7,6,5,4,3,2,0
"30007",6,6,6,6,6,6,6,6,25,25,25,24,23,22,21,20,19,19,19,19,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30009",7,7,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30011",8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,4,4,3,3,2,2,6,5,4,3,2,0
"30013",9,9,8,8,8,8,8,53,52,51,50,49,48,47,46,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30015",10,10,9,9,9,9,9,8,7,7,7,7,20,19,18,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30017",11,11,10,10,10,10,10,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,16,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,2,0
"30019",12,12,11,11,11,11,11,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0
"30021",13,13,12,12,12,12,12,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,2,0
"30023",14,14,13,13,13,13,13,12,11,11,11,11,10,45,44,43,42,41,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"38023",15,15,14,14,14,14,14,13,12,12,12,12,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,3,3,10,9,8,7,6,5,4,3,2,0
"30025",16,16,15,15,15,15,15,14,13,13,13,13,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,3,3,2,2,6,5,4,3,2,0
"30027",17,17,16,16,16,16,16,15,14,14,14,14,13,12,12,12,12,12,12,12,12,12,11,11,11,11,13,12,12,12,12,12,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30029",18,18,17,17,17,17,17,16,15,15,15,15,14,13,13,13,13,13,13,13,13,17,16,15,15,15,14,13,13,13,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30031",19,19,18,18,18,18,18,17,16,16,16,31,30,29,28,27,26,26,26,25,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30033",20,20,19,19,19,19,19,18,17,17,17,16,15,14,14,14,14,14,14,14,14,13,12,12,12,12,11,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,5,5,5,5,11,10,9,8,7,6,5,4,3,2,0
"30035",21,21,20,20,20,20,20,19,18,18,18,17,16,15,15,15,15,15,15,15,15,14,13,25,25,25,24,23,22,21,20,20,19,18,17,17,16,25,24,23,22,22,21,20,19,18,17,17,16,15,14,14,13,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30037",22,22,21,21,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"38033",23,23,22,22,21,21,21,20,19,19,19,18,17,16,16,16,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,2,0
"30039",24,24,23,23,22,22,22,21,20,20,20,19,18,17,36,35,34,34,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"31081",25,25,24,24,23,23,23,22,21,21,21,20,19,18,17,17,16,16,16,16,16,15,14,13,13,13,12,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,6,6,6,6,5,4,4,3,3,2,2,2,2,2,0
"30041",26,26,25,25,24,24,24,23,22,22,22,21,20,19,18,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30043",27,29,28,28,27,27,27,26,25,25,25,24,23,22,21,20,19,19,19,19,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30045",28,27,26,26,25,25,25,24,23,23,23,22,21,20,19,18,17,17,17,17,17,16,15,14,14,14,13,12,12,12,12,12,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30047",29,28,27,27,26,26,26,25,24,24,24,23,22,21,20,19,18,18,18,18,18,17,16,15,15,15,14,13,13,13,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30049",30,29,28,28,27,27,27,26,25,25,25,24,23,22,21,20,19,19,19,19,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30051",31,30,29,29,28,28,28,27,26,26,26,25,24,23,22,21,20,20,20,20,19,18,17,16,16,16,15,14,14,14,13,13,12,12,11,11,10,10,10,10,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30053",32,31,30,30,29,29,29,28,27,27,27,26,25,24,23,22,21,21,21,21,20,19,18,17,17,17,16,15,15,15,14,14,13,13,12,12,11,11,11,11,10,10,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"06037",33,32,31,31,30,30,30,29,28,28,28,27,26,25,24,23,22,22,22,22,21,20,19,18,18,18,17,16,16,16,15,15,14,14,13,13,12,12,12,12,11,11,10,10,10,10,10,10,9,9,8,8,7,7,7,7,6,5,5,4,4,3,3,3,3,2,0
"30057",34,33,32,32,31,31,31,30,29,29,29,28,27,26,25,24,23,23,23,25,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30055",35,34,33,33,32,32,32,31,30,43,42,41,40,39,38,37,36,36,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,18,18,17,17,16,15,15,19,18,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"38053",36,35,34,34,33,33,33,32,31,30,30,29,28,27,26,25,24,24,24,23,22,21,20,19,19,19,18,17,17,17,16,16,15,15,14,14,13,13,13,13,12,12,11,11,11,11,11,11,10,10,9,9,8,8,8,8,7,6,9,8,7,6,5,4,3,2,0
"30059",37,36,35,35,34,34,34,33,32,31,31,30,29,28,27,26,25,25,25,24,23,22,21,20,20,20,19,18,18,18,17,17,16,16,15,15,14,14,14,14,13,13,12,12,12,12,12,12,11,11,10,10,9,9,9,9,8,7,6,5,7,6,5,4,3,2,0
"30061",38,37,36,36,35,35,35,34,33,32,40,39,38,37,36,35,34,34,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30063",39,38,37,37,36,45,44,43,42,41,40,39,38,37,36,35,34,34,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30065",40,39,38,38,37,36,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30067",41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,26,26,26,25,24,23,22,21,21,21,20,19,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"56029",42,41,40,40,39,38,37,36,35,34,33,32,31,30,29,28,27,27,27,26,25,24,23,22,22,22,21,20,19,19,18,18,17,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30069",43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,28,28,28,27,26,25,24,23,23,23,22,21,20,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30071",44,43,42,42,41,40,39,38,37,36,35,34,33,32,31,30,29,29,29,28,27,26,25,24,24,24,23,22,21,20,19,19,18,17,16,16,15,15,15,15,14,14,13,13,13,13,18,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30073",45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,30,30,29,28,27,26,25,25,25,24,23,22,21,20,20,19,18,17,17,16,25,24,23,22,22,21,20,19,18,17,17,16,15,14,14,13,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30075",46,45,44,44,43,42,41,40,39,38,37,36,35,34,33,32,31,31,31,30,29,28,27,26,26,26,25,24,23,22,21,32,31,30,29,28,27,26,25,24,23,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30077",47,46,45,45,44,43,42,41,40,39,38,37,36,35,34,33,32,32,32,31,30,29,28,27,35,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30079",48,47,46,46,45,44,43,42,41,40,39,38,37,36,35,34,33,33,33,32,31,30,29,28,27,27,26,25,24,23,22,21,20,19,18,18,17,16,16,16,15,15,14,22,21,20,19,18,17,16,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,2,0
"30081",49,48,47,47,46,45,44,43,42,41,40,39,38,37,36,35,34,34,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30083",50,49,48,48,47,46,45,44,43,42,41,40,39,38,37,36,35,35,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,19,18,17,17,17,16,16,15,14,14,14,13,13,12,17,16,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30085",51,50,49,49,48,47,46,45,44,43,42,41,40,39,38,37,36,36,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,18,18,17,17,16,15,15,19,18,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30087",52,51,50,50,49,48,47,46,45,44,43,42,41,40,39,38,37,45,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30089",53,52,51,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,37,36,35,34,33,32,31,31,30,29,28,27,26,25,24,23,22,21,20,19,19,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30091",54,53,52,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,32,31,30,29,28,27,26,25,24,23,22,21,20,20,19,18,18,17,16,16,15,14,14,13,12,11,11,10,10,10,12,11,10,9,8,7,6,5,4,3,2,0
"56033",55,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,39,38,37,36,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,21,21,20,19,19,18,17,17,16,15,15,14,13,12,12,11,11,11,10,9,8,7,6,5,4,5,4,3,2,0
"16079",56,55,54,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,34,34,33,32,31,30,29,28,27,26,25,24,23,22,22,21,20,20,19,18,18,17,16,16,15,14,13,13,12,12,12,11,10,9,8,7,6,5,4,4,3,2,0
"30093",57,56,55,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,21,20,19,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30095",58,57,56,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30097",59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,42,41,40,39,38,37,36,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30099",60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30101",61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,22,21,20,19,18,17,17,16,15,14,14,13,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30103",62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30105",63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30107",64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30109",65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,2,0
"38105",66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30111",67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
