"","1","0.193333709676408","0.187864807943035","0.164309133993389","0.156293989677089","0.154265181458857","0.151805239092869","0.151730732807007","0.149825175955069","0.147739425595561","0.142839594133111","0.136107798092279","0.135997947904764","0.128136919315403","0.125473162495575","0.109288929660999","0.109208661089029","0.10913586543234","0.105637813211845","0.0941943868242821","0.0882625524723328","0.0861211929935301","0.0854787575346666","0.0820752675643736","0.0799645586443681","0.0770190916569743","0.0733958012098209","0.0694653057933666","0.0647025985485585","0.0637548841347828","0.0615591315765367","0.0595477540074359","0.0590659511684948","0.0579495702934976","0.0569337395787993","0.0550073597557651","0.0546060541494818","0.0537703221589826","0.051049451555452","0.0506265993764144","0.0495471059163913","0.0494865525672372","0.049390227504975","0.0490074441687345","0.048728636932055","0.0481142483553304","0.0449296890791082","0.042468516600338","0.0422964914713632","0.0417172783209542","0.0369180787831801","0.0368327627741854","0.0366104457356258","0.0360244706479016","0.0351872871736663","0.0312047885166378","0.0294640589281179","0.0269731051344743","0.026434620825985","0.0260316579828437","0.0222493370021291","0.0221241600641861","0.0191864183414407","0.0176873335869152","0.0150911161731207","0.0150233594918929","0.0144089902093904","0.0117375348013161","0.00875281696278496","0.00800247477225695","0.00762758978540454","0.00675641351282703","0.0058413158961449","0.00378826144054955","0.00366522304951678","0.00356599467478129","0.00350520701041402","0.00335791853526556","0.00318520256864293","0.00312589384219344","0.00270784472884657","0.00250892722506874","0.0014967289230794","0.00145112965481354","0.00144859514005931","0.00121216810450437","0.000937560880576661","0.000902438504042839","0.000777666999002991","0.000232258986636175","0.000230741755723502","0.00021917007597896","0.000186050225575917","0.000174476570289133","0.000171514364643323","0.000167100392023825","0.000150075069062907","0.000143729787998563","0.000143014750950027","0.000141884222474461"
"50001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36001",2,69,68,67,66,65,64,63,68,67,66,65,64,63,62,61,60,59,59,58,58,58,57,56,55,55,54,53,52,51,51,50,49,48,48,47,59,58,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,46,45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36003",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"50003",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34003",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,47,46,45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25003",6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42015",7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36005",8,7,7,7,7,7,7,7,7,7,7,59,58,57,56,56,55,55,55,54,54,54,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36007",9,8,8,8,8,8,8,8,8,8,8,7,7,74,73,72,71,70,70,69,68,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,52,51,50,51,51,50,49,48,47,46,45,44,43,42,41,41,40,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36009",10,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,67,66,65,64,63,62,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36011",11,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,48,48,48,48,47,46,46,45,44,43,42,42,41,40,39,39,38,38,37,37,36,36,36,36,35,34,33,33,33,32,31,30,29,28,28,40,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36013",12,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36015",13,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,56,55,54,54,53,52,51,51,50,49,48,47,46,45,44,43,42,41,41,40,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36017",14,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,45,44,43,42,41,41,40,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"50007",15,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36019",16,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,7,7,7,7,10,9,10,10,9,8,29,28,27,27,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36021",17,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,45,44,46,45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
