"","1","0.335616132774159","0.30310182063385","0.207006369426752","0.176223356349445","0.146160297112735","0.138483446066216","0.11545074920167","0.112368914507952","0.11143481427531","0.0962755598831548","0.0921565305776724","0.0915129151291513","0.0838773491592483","0.0808080808080808","0.0802547770700637","0.0764724020968239","0.0753302392002856","0.0695898161244696","0.0675300647548566","0.0657653528872594","0.0634379263301501","0.05908203125","0.0551264980026631","0.0490382010295313","0.0434275721364034","0.0421428571428571","0.0415361568841073","0.0414399330263709","0.0405591200733272","0.0330864197530864","0.032940219601464","0.0323117921385743","0.0297172533179458","0.0274722994563639","0.0254091971940764","0.0242377942912702","0.0241429261226461","0.0228593950142871","0.0225015626085145","0.0206654991243433","0.0206185567010309","0.0191082802547771","0.0190166518868854","0.0189699942296596","0.0177353342428377","0.0176056338028169","0.0167964946445959","0.0167330677290837","0.0156562291805463","0.015061295971979","0.014957264957265","0.0129384255650818","0.0129224652087475","0.0126903553299492","0.0119498688429029","0.0114012504597278","0.0112833061446438","0.0107703114024819","0.0106172839506173","0.00985915492957747","0.00983376258487474","0.00941422594142259","0.00905432595573441","0.00870425321463897","0.00832742735648476","0.00811808118081181","0.0080172679617638","0.00687547746371276","0.00597263698867977","0.00571484875357178","0.00544015825914936","0.00481209899175069","0.00477489768076398","0.0047230571060541","0.00464636035105834","0.0046189376443418","0.00404560500183891","0.00368879946344735","0.00365120274914089","0.00258292550299076","0.00208073241781107","0.00194741966893866","0.00137488542621448","0.00123183050012318","0.00111418129958107","0.00098047954363134","0.00097079684590086","0.000670690811535882","0.000406669377795852","0.000342247503953549","0.000236032761347275","0.000229147571035747","0.000171123751976774"
"38001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46003",2,2,2,2,2,2,2,2,2,2,2,2,35,34,33,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,43,42,41,40,39,38,37,36,36,36,35,34,33,32,31,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46005",3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,22,21,20,20,37,36,36,36,35,34,33,32,31,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46007",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,55,54,53,52,51,50,49,48,47,46,45,45,44,43,42,41,40,39,38,38,38,37,36,35,34,33,32,32,31,30,29,29,28,27,26,26,26,25,24,23,23,22,21,20,20,20,19,18,17,16,15,14,14,13,12,11,10,10,10,9,8,7,7,6,5,4,3,2,1
"27011",5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46009",6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38011",7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,15,14,14,14,14,14,13,12,12,11,10,10,10,10,9,8,7,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,3,3,3,2,1,1,1,6,5,4,3,2,1
"46011",8,8,8,8,8,8,8,8,8,8,8,8,7,7,40,39,39,38,37,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,55,54,53,52,51,50,49,48,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46013",9,9,9,9,9,9,9,29,29,29,28,27,26,25,24,24,24,23,22,22,21,20,20,19,18,17,17,17,17,17,16,37,36,35,34,48,48,47,46,45,44,43,42,41,41,45,44,43,42,41,40,39,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
