"","1","0.360393671896589","0.32260599170658","0.2212810454976","0.176582257087755","0.1162993435462","0.112368914507952","0.0928176390361878","0.092752587561019","0.0918866449222063","0.0814337651503301","0.0783485376345433","0.0714616407077658","0.0693986197914357","0.0634379263301501","0.05908203125","0.0570685997119704","0.0504350813555861","0.0494206186308035","0.0461922656039522","0.0434275721364034","0.0415292187406566","0.038971728386983","0.0386651714791373","0.03454713780524","0.0330864197530864","0.0319024387102998","0.0311519453133627","0.0276742277110152","0.0207192202947693","0.0184564726541231","0.0171224190704463","0.0167330677290837","0.0152948710201383","0.0139395979491053","0.0126903553299492","0.0122688236108353","0.0116565537506808","0.0112507813042572","0.0108968384176175","0.00956042035615276","0.00905432595573441","0.00851970909927337","0.0073694109074145","0.00668398668925662","0.00644409595594309","0.00583549810205194","0.00582804613323338","0.00523400304566496","0.00485062660630972","0.00482562125690727","0.00437195587385448","0.00430748840291584","0.00359669472976629","0.0027645886722037","0.00272573415122608","0.002645532556692","0.00220070422535211","0.0019774811130617","0.00167378250415322","0.001431304342192","0.00126164435505079","0.0011675359402009","0.00106172839506173","0.000744967027069296","0.000714505108479987","0.000682128240109141","0.000520183104452767","0.000519531704870162","0.000347172138685485","0.00032269657971422","0.000315116095972612","0.000304266895761741","0.000279916616735738","0.000229182582123759","0.000198686577153135","0.000194741966893866","0.000192568226610063","0.000175900532549792","0.00010292996708234","0.000102159943062947","8.86664437937247e-05","7.33154375412823e-05","4.44744284923693e-05","1.93645834678096e-05","1.54747402719593e-05","1.43421852247129e-05","1.14009249259458e-05","6.39774323106584e-06","4.62124292949832e-06","3.84547757251178e-06","3.72606006408823e-06","2.49073446777986e-06","1.84004034383628e-06"
"38001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,29,28,27,26,25,25,24,23,23,23,22,21,20,20,19,18,18,17,16,16,16,27,26,25,24,23,22,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46003",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,28,28,27,26,26,25,24,23,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,29,29,28,27,26,26,25,24,23,22,21,21,20,19,18,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"46005",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,29,28,27,26,25,24,23,23,22,21,20,19,18,17,17,16,16,16,15,15,14,14,30,29,29,29,28,27,26,26,25,24,23,22,21,21,20,19,18,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"46007",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,31,31,30,29,28,28,27,26,25,24,23,23,22,21,20,19,18,17,17,17,16,16,15,14,13,12,11,10,10,12,11,10,10,9,9,8,8,7,6,5,4,3,2,1
"27011",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,25,24,24,23,22,21,20,19,19,24,23,22,21,20,19,20,20,19,18,17,16,15,14,13,12,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46009",6,6,6,6,6,6,6,6,6,6,6,6,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"38011",7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,19,19,18,17,16,16,15,14,14,13,13,13,12,12,11,11,11,10,10,10,10,9,8,8,7,7,7,6,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,2,1
"46011",8,8,8,8,8,8,8,8,8,8,42,41,40,39,38,38,38,38,37,36,35,35,34,33,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,31,30,29,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"46013",9,9,9,9,9,29,29,28,28,27,26,25,24,23,22,22,22,22,21,20,19,19,18,17,17,16,15,15,15,14,13,35,34,33,32,31,30,29,28,27,26,25,25,25,24,38,37,36,35,34,33,33,32,31,30,30,29,28,27,26,25,25,24,23,22,21,20,19,20,20,19,18,17,16,15,14,13,12,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
