"","1","0.255542208146773","0.145134383688601","0.121862348178138","0.111111111111111","0.0888766721641928","0.0780692033000862","0.0729023383768913","0.0704185520361991","0.0683544303797468","0.0539182648122051","0.0536294691224269","0.0528865563181268","0.0445163901254553","0.0370931112793338","0.0355325882305813","0.0343754860787059","0.033862824775274","0.0338345864661654","0.0326295585412668","0.0307966971658112","0.0299794661190965","0.0296482412060302","0.0292524377031419","0.0286134428037498","0.0273012805025368","0.027191298784389","0.0264150943396226","0.0258870787770587","0.0252252252252252","0.0249123122582966","0.0238821138211382","0.0231076412258267","0.0227070347284061","0.0221698113207547","0.0216766779838078","0.0213552361396304","0.0201005025125628","0.0194913239838365","0.0188866799204771","0.0179245283018868","0.0177753344328386","0.0177119103560455","0.0174647887323944","0.0169683257918552","0.0163522012578616","0.0157232704402516","0.0152439024390244","0.0149686141960406","0.0145254194840972","0.0139017608897127","0.0128040973111396","0.0123796423658872","0.0115702479338843","0.0100207978823974","0.00762171410794836","0.00720760074260129","0.00666455093621073","0.00600679028466963","0.00524828421477594","0.00476190476190476","0.00450704225352113","0.00416666666666667","0.00323755564548766","0.00192631832410306","0.000919061332026224","0.000857790576557809","0.000640948603933822","0.00058753622027267","0.00024627508927472","0.000104694814615396"
"38001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,14,13,13,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"38003",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27005",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1
"38005",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38007",5,5,5,5,58,57,56,55,54,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,35,34,33,32,31,30,30,29,28,27,26,25,25,24,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38009",6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38011",7,7,7,7,6,6,6,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,39,38,37,36,35,34,34,33,32,31,30,29,29,28,27,26,25,24,24,23,23,23,22,21,21,20,19,18,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46013",8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38013",9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38015",10,39,38,38,37,37,36,35,34,34,33,36,35,35,35,34,33,33,32,31,30,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46021",11,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,10,9,8,7,6,5,4,3,2,1
"38017",12,11,11,11,10,10,10,9,9,9,46,45,44,43,43,42,41,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38019",13,12,12,12,11,11,11,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27027",14,13,13,13,12,12,12,11,11,11,10,10,10,10,10,42,41,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46031",15,14,14,14,13,13,13,12,12,12,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,7,6,5,4,3,2,1
"30021",16,15,15,15,14,14,14,13,13,13,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,3,9,8,7,6,5,4,3,2,1
"38021",17,16,16,16,15,15,15,14,14,14,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,27,27,26,25,24,23,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38023",18,17,17,17,16,16,16,15,15,15,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38025",19,18,18,18,17,17,17,16,54,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,35,34,33,32,31,30,30,29,28,27,26,25,25,24,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38027",20,19,19,19,18,18,18,17,16,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,15,15,14,14,13,13,13,13,12,12,12,31,30,29,28,27,26,25,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38029",21,20,20,20,19,19,19,18,17,17,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,11,11,10,10,10,10,9,9,9,9,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"30025",22,21,21,21,20,20,20,19,18,18,17,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,8,8,7,7,6,6,6,5,5,5,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38031",23,22,22,22,21,21,21,20,19,19,18,18,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,13,13,13,13,12,12,12,31,30,29,28,27,26,25,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38033",24,23,23,23,22,22,22,21,20,20,19,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,14,14,14,14,13,13,13,12,11,11,11,11,10,10,10,10,9,9,8,8,7,7,7,6,6,6,5,5,5,4,3,9,8,7,6,5,4,3,2,1
"38035",25,24,24,24,23,23,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38037",26,25,25,25,24,24,23,22,21,21,20,20,20,20,20,19,18,18,32,31,30,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38039",27,26,26,26,25,25,24,23,22,22,21,21,21,21,21,20,19,19,18,18,18,18,18,18,18,18,18,17,17,16,16,15,15,15,15,14,14,14,13,12,12,12,12,11,11,11,11,10,10,9,9,8,8,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27053",28,27,27,27,26,26,25,24,23,23,22,22,22,22,22,21,20,20,19,19,19,19,19,19,19,19,19,18,18,17,17,16,16,16,16,15,15,15,14,13,13,13,13,12,12,12,12,11,11,10,10,9,9,8,7,7,7,6,6,6,5,4,3,3,2,2,2,1,3,2,1
"38041",29,28,28,28,27,27,26,25,24,24,23,23,51,50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,35,34,33,32,31,30,30,29,28,27,26,25,25,24,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38043",30,29,29,29,28,28,27,26,25,25,24,24,23,23,23,22,21,21,20,20,20,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27069",31,30,30,30,29,29,28,27,26,26,25,25,24,24,24,23,22,22,21,21,21,20,20,20,20,20,20,19,19,18,18,17,17,17,17,16,16,16,15,14,14,14,14,13,13,13,13,12,12,11,11,10,10,9,8,8,8,7,7,7,6,5,4,8,7,6,5,4,3,2,1
"38045",32,31,31,31,30,30,29,28,27,27,26,26,25,25,25,24,23,23,22,22,22,21,21,21,21,40,39,38,37,36,36,35,34,33,32,31,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38047",33,32,32,32,31,31,30,29,28,28,27,27,26,26,26,25,24,24,23,23,23,22,42,41,41,40,39,38,37,36,36,35,34,33,32,31,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46091",34,33,33,33,32,32,31,30,29,29,28,28,27,27,27,26,25,25,24,24,24,23,22,22,22,21,21,20,20,19,19,18,18,18,18,17,17,17,16,15,15,15,15,14,14,14,14,13,13,12,12,11,11,10,9,9,9,8,13,12,11,10,9,8,7,6,5,4,3,2,1
"38049",35,34,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38051",36,35,34,34,33,33,32,31,30,30,29,29,28,28,28,27,26,26,25,25,25,24,23,23,23,22,22,21,21,20,20,19,19,19,19,18,18,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38053",37,36,35,35,34,34,33,32,31,31,30,30,29,29,29,28,27,27,26,26,26,25,24,24,24,23,23,22,22,21,21,20,20,20,26,25,25,24,23,22,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38055",38,37,36,36,35,35,34,33,32,32,31,31,30,30,30,29,28,28,27,27,30,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38057",39,38,37,37,36,36,35,34,33,33,32,32,31,31,31,30,29,29,28,28,27,26,25,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38059",40,39,38,38,37,37,36,35,34,34,33,36,35,35,35,34,33,33,32,31,30,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38061",41,40,39,39,38,38,37,36,35,35,34,33,32,32,32,31,30,30,29,29,28,27,26,25,25,24,24,23,23,22,22,21,21,21,20,19,19,18,17,16,16,16,16,15,15,15,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38063",42,41,40,40,39,39,38,37,36,36,35,34,33,33,33,32,31,31,30,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27107",43,42,41,41,40,40,39,38,37,37,36,35,34,34,34,33,32,32,31,30,29,28,27,26,26,25,25,24,24,23,23,22,22,22,21,20,20,19,18,17,17,17,17,16,16,16,15,14,14,13,13,12,12,11,10,10,10,9,8,8,7,6,5,4,3,3,3,2,1,2,1
"38065",44,43,42,42,41,41,40,39,38,38,37,36,35,35,35,34,33,33,32,31,30,29,28,27,27,26,26,25,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27111",45,44,43,43,42,42,41,40,39,39,38,37,36,36,36,35,34,34,33,32,31,30,29,28,28,27,27,26,25,24,24,23,23,23,22,21,21,20,19,18,18,18,18,17,17,17,16,15,15,14,14,13,13,12,11,11,11,10,9,9,8,7,6,5,4,4,5,4,3,2,1
"38067",46,45,44,44,43,43,42,41,40,40,39,38,37,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27113",47,46,45,45,44,44,43,42,41,41,40,39,38,37,37,36,35,35,34,33,32,31,30,29,29,28,28,27,26,25,25,24,24,24,23,22,22,21,20,19,19,19,19,18,18,18,17,16,16,15,15,14,14,13,12,12,12,11,10,10,9,8,7,6,5,5,4,3,2,1,1
