"height","cumul","Region"
"1",0.22179611317407,56,"Region12"
"2",0.214331261310084,55,"Region12"
"3",0.152977842314386,55,"Region12"
"4",0.151464061251685,54,"Region12"
"5",0.147187656061393,54,"Region12"
"6",0.131707687725979,53,"Region12"
"7",0.12760450608717,52,"Region12"
"8",0.126999846731325,52,"Region12"
"9",0.124792402853283,52,"Region12"
"10",0.09536644554406,52,"Region12"
"11",0.0906923119906285,52,"Region12"
"12",0.0843160041420528,51,"Region12"
"13",0.0842530592300104,51,"Region12"
"14",0.0838577291381669,51,"Region12"
"15",0.0834260955884485,51,"Region12"
"16",0.0805709828209846,51,"Region12"
"17",0.074568248728955,50,"Region12"
"18",0.0704343187997452,50,"Region12"
"19",0.062685917336286,51,"Region12"
"20",0.0623948819178208,51,"Region12"
"21",0.0614026672234806,50,"Region12"
"22",0.055402936501884,50,"Region12"
"23",0.0545876686067888,50,"Region12"
"24",0.0522748082397045,50,"Region12"
"25",0.0516554289251476,50,"Region12"
"26",0.0514087019243962,50,"Region12"
"27",0.0494276318531714,50,"Region12"
"28",0.047921405081663,50,"Region12"
"29",0.0428314685877265,50,"Region12"
"30",0.0427866154690071,50,"Region12"
"31",0.0397154305452073,50,"Region12"
"32",0.037833545360119,50,"Region12"
"33",0.0363473989019246,50,"Region12"
"34",0.0358417131825814,50,"Region12"
"35",0.0318513328389848,50,"Region12"
"36",0.0309883159703664,50,"Region12"
"37",0.0302057527451796,49,"Region12"
"38",0.029948957660347,49,"Region12"
"39",0.028929709620908,49,"Region12"
"40",0.026567028743733,49,"Region12"
"41",0.0262225205484573,48,"Region12"
"42",0.0260221715070653,48,"Region12"
"43",0.0258220089515699,48,"Region12"
"44",0.0240304447263012,47,"Region12"
"45",0.0227362679045156,48,"Region12"
"46",0.0220948187142102,48,"Region12"
"47",0.0212353523864706,48,"Region12"
"48",0.0207176504276372,48,"Region12"
"49",0.0185617779953738,48,"Region12"
"50",0.0184853549140243,48,"Region12"
"51",0.0182486397674942,48,"Region12"
"52",0.0166056192458572,48,"Region12"
"53",0.0163440634231508,47,"Region12"
"54",0.0159608263909662,47,"Region12"
"55",0.0154342918447388,47,"Region12"
"56",0.015291749655488,46,"Region12"
"57",0.0142729346710885,46,"Region12"
"58",0.0139725367066975,47,"Region12"
"59",0.0130768760772798,47,"Region12"
"60",0.0128493283603693,47,"Region12"
"61",0.0122153100599443,46,"Region12"
"62",0.0112319890055247,46,"Region12"
"63",0.0110709042796899,46,"Region12"
"64",0.0109058133627002,46,"Region12"
"65",0.010777189252215,45,"Region12"
"66",0.0105351437556115,45,"Region12"
"67",0.00999666777740749,45,"Region12"
"68",0.00881085673898063,44,"Region12"
"69",0.00880749778312639,45,"Region12"
"70",0.0086365150840555,45,"Region12"
"71",0.00832852635648174,46,"Region12"
"72",0.00832754631904731,45,"Region12"
"73",0.00785807120342674,44,"Region12"
"74",0.00770598850873316,44,"Region12"
"75",0.00736331257696343,44,"Region12"
"76",0.00710555025309512,44,"Region12"
"77",0.00661160321533405,43,"Region12"
"78",0.00659986619253816,43,"Region12"
"79",0.00657501494321577,43,"Region12"
"80",0.00633489322140601,43,"Region12"
"81",0.00626042677644034,43,"Region12"
"82",0.00593463548389772,43,"Region12"
"83",0.00574903568272145,44,"Region12"
"84",0.00541016024171337,43,"Region12"
"85",0.00498227354674385,43,"Region12"
"86",0.00404040404040407,43,"Region12"
"87",0.00400736562075843,43,"Region12"
"88",0.00392608016034257,42,"Region12"
"89",0.00374084681062448,42,"Region12"
"90",0.00373649688767685,42,"Region12"
"91",0.00343189017951429,42,"Region12"
"92",0.00305969778182047,42,"Region12"
"93",0.00302808563749346,42,"Region12"
"94",0.00297334194718657,42,"Region12"
"95",0.0028089887640449,42,"Region12"
"96",0.00269985108233328,42,"Region12"
"97",0.00262400201785362,41,"Region12"
"98",0.00262268687167178,41,"Region12"
"99",0.00254954915851502,41,"Region12"
"100",0.00250815950949801,42,"Region12"
"101",0.00242667708021205,41,"Region12"
"102",0.00230342511131854,41,"Region12"
"103",0.00227434790604875,41,"Region12"
"104",0.0021450275597189,40,"Region12"
"105",0.00160744248813971,40,"Region12"
"106",0.00118148408565644,40,"Region12"
"107",0.00114156869466842,40,"Region12"
"108",0.00101010101010102,40,"Region12"
"109",0.000999720162437212,40,"Region12"
"110",0.0008414730178542,39,"Region12"
"111",0.000782588450324306,38,"Region12"
"112",0.000746705026257732,38,"Region12"
"113",0.000684526516701145,38,"Region12"
"114",0.000648398995531041,38,"Region12"
"115",0.000647826135757756,38,"Region12"
"116",0.000570204154095255,38,"Region12"
"117",0.000467136213184949,37,"Region12"
"118",0.000451773203190564,37,"Region12"
"119",0.000426712182632794,38,"Region12"
"120",0.000398374631503495,38,"Region12"
"121",0.000398322873045198,37,"Region12"
"122",0.000316139621931999,38,"Region12"
"123",0.000300474678193607,38,"Region12"
"124",0.000246860928758252,37,"Region12"
"125",0.000244333795001661,36,"Region12"
"126",0.000215031504280705,36,"Region12"
"127",0.000213356091316452,36,"Region12"
"128",0.00014975108012838,35,"Region12"
