"height","cumul","Region"
"1",0.345372008193931,98,"Region13"
"2",0.268257670482076,97,"Region13"
"3",0.26007514853459,96,"Region13"
"4",0.240266713426516,95,"Region13"
"5",0.233547350285171,95,"Region13"
"6",0.227714876932294,95,"Region13"
"7",0.210617403409574,94,"Region13"
"8",0.201412200458765,93,"Region13"
"9",0.19900933934241,93,"Region13"
"10",0.197456469312627,92,"Region13"
"11",0.184385178310376,92,"Region13"
"12",0.181153651576421,91,"Region13"
"13",0.170206892191457,90,"Region13"
"14",0.165441911928424,90,"Region13"
"15",0.162402639559799,90,"Region13"
"16",0.149738649668047,89,"Region13"
"17",0.127126695654352,89,"Region13"
"18",0.125621188411799,89,"Region13"
"19",0.123509485668996,89,"Region13"
"20",0.116866090385353,88,"Region13"
"21",0.116477876470821,88,"Region13"
"22",0.116113169353762,88,"Region13"
"23",0.114151183471917,87,"Region13"
"24",0.110695843047448,87,"Region13"
"25",0.108888893561556,87,"Region13"
"26",0.107970742838501,87,"Region13"
"27",0.107357745235752,86,"Region13"
"28",0.103793516450596,86,"Region13"
"29",0.0980848462611412,87,"Region13"
"30",0.0961347547324257,87,"Region13"
"31",0.0917003900809223,87,"Region13"
"32",0.0903918709433714,87,"Region13"
"33",0.0896463440292846,87,"Region13"
"34",0.0894368892470678,87,"Region13"
"35",0.0873299125607329,87,"Region13"
"36",0.0871135423682602,87,"Region13"
"37",0.0867705621409793,88,"Region13"
"38",0.0847535095673789,88,"Region13"
"39",0.0846575066468391,87,"Region13"
"40",0.0835794138391648,87,"Region13"
"41",0.0833937197371453,87,"Region13"
"42",0.0795579686208379,87,"Region13"
"43",0.0790941384631841,86,"Region13"
"44",0.0786221113474843,86,"Region13"
"45",0.0781168706682326,85,"Region13"
"46",0.0745783649378958,85,"Region13"
"47",0.0738706909030257,84,"Region13"
"48",0.0729741660971947,85,"Region13"
"49",0.0726736374006745,85,"Region13"
"50",0.0710621603416009,85,"Region13"
"51",0.0705428158653949,86,"Region13"
"52",0.0673740909854896,86,"Region13"
