"height","cumul","Region"
"1",0.249829471442002,92,"Region11"
"2",0.227263857815986,93,"Region11"
"3",0.1876498222109,93,"Region11"
"4",0.180161610504649,92,"Region11"
"5",0.177947056917357,91,"Region11"
"6",0.177862938746671,90,"Region11"
"7",0.174398817660756,89,"Region11"
"8",0.154197787136655,88,"Region11"
"9",0.144392471213746,87,"Region11"
"10",0.125615685727489,86,"Region11"
"11",0.120779047109855,85,"Region11"
"12",0.11674348589053,85,"Region11"
"13",0.111625698554698,84,"Region11"
"14",0.11117542654228,84,"Region11"
"15",0.110634517624964,83,"Region11"
"16",0.10037746434359,83,"Region11"
"17",0.0997313992379757,82,"Region11"
"18",0.0899457733149503,82,"Region11"
"19",0.0893172082862639,83,"Region11"
"20",0.0848207107531392,83,"Region11"
"21",0.0839528709138029,82,"Region11"
"22",0.0827127283367152,81,"Region11"
"23",0.0816170144652529,81,"Region11"
"24",0.0810257795500833,80,"Region11"
"25",0.074690215183743,79,"Region11"
"26",0.0721068935239244,79,"Region11"
"27",0.0710215219863712,78,"Region11"
"28",0.0646409017990686,78,"Region11"
"29",0.0596785883254022,78,"Region11"
"30",0.0573526133435752,77,"Region11"
"31",0.0542087155963303,77,"Region11"
"32",0.0533031151901773,76,"Region11"
"33",0.0517840509474885,76,"Region11"
"34",0.05041340889845,76,"Region11"
"35",0.0482123425311488,75,"Region11"
"36",0.046766940620639,75,"Region11"
"37",0.0467589115487811,74,"Region11"
"38",0.046411385887069,73,"Region11"
"39",0.0460573422534478,72,"Region11"
"40",0.0457650614686039,71,"Region11"
"41",0.0440241309359344,70,"Region11"
"42",0.0437879699061837,70,"Region11"
"43",0.0435105263902623,69,"Region11"
"44",0.0418737142753065,69,"Region11"
"45",0.04171857249431,68,"Region11"
"46",0.0391458377300433,68,"Region11"
"47",0.0389729024666567,67,"Region11"
"48",0.0383177026014718,66,"Region11"
"49",0.0382492994481062,65,"Region11"
"50",0.0379585966053001,65,"Region11"
"51",0.036698669604711,66,"Region11"
"52",0.0340427473418373,65,"Region11"
"53",0.0334925192798176,65,"Region11"
"54",0.0309940828298966,64,"Region11"
"55",0.0297487478316522,63,"Region11"
"56",0.0295771632406088,64,"Region11"
"57",0.0290304714672626,63,"Region11"
"58",0.0288889526748674,62,"Region11"
"59",0.0276467057074076,62,"Region11"
"60",0.0272819047787647,62,"Region11"
"61",0.0261544731330371,61,"Region11"
"62",0.0252856510888788,60,"Region11"
"63",0.0244415470452069,60,"Region11"
"64",0.0243677071199376,59,"Region11"
"65",0.0240377571422918,58,"Region11"
"66",0.0237085291679699,59,"Region11"
"67",0.0219847950204791,59,"Region11"
"68",0.0202267621341825,58,"Region11"
"69",0.0189724163456483,57,"Region11"
"70",0.018375257923285,56,"Region11"
"71",0.0172131803045104,56,"Region11"
"72",0.0169753354982716,56,"Region11"
"73",0.0168395832252621,56,"Region11"
"74",0.0166439408586669,55,"Region11"
"75",0.0164888131651592,55,"Region11"
"76",0.0160553106948418,55,"Region11"
"77",0.0159123039673147,54,"Region11"
"78",0.015699965954524,53,"Region11"
"79",0.0151503122316921,54,"Region11"
"80",0.0143137343565937,53,"Region11"
"81",0.0142542350815675,53,"Region11"
"82",0.0140690719551957,52,"Region11"
"83",0.0134242848868715,52,"Region11"
"84",0.0133455962249284,52,"Region11"
"85",0.0130431367675249,52,"Region11"
"86",0.0127678349686195,51,"Region11"
"87",0.0110163884862918,50,"Region11"
"88",0.0103915371725909,50,"Region11"
"89",0.00983386430160021,50,"Region11"
"90",0.00948603550453669,51,"Region11"
"91",0.00942796492851516,50,"Region11"
"92",0.00923354046697966,49,"Region11"
"93",0.00918723614629335,49,"Region11"
"94",0.00908143542575296,49,"Region11"
"95",0.00871485094750779,49,"Region11"
