"height","cumul","Region"
"1",0.318680762631412,392,"Region10"
"2",0.293085739810847,391,"Region10"
"3",0.276039454264236,390,"Region10"
"4",0.267436177834308,389,"Region10"
"5",0.257829052979827,389,"Region10"
"6",0.255419674334311,389,"Region10"
"7",0.253219821694002,389,"Region10"
"8",0.251849263806292,388,"Region10"
"9",0.247995470100474,387,"Region10"
"10",0.245573723361922,387,"Region10"
"11",0.245402108577549,387,"Region10"
"12",0.241974260496003,386,"Region10"
"13",0.235905880913503,385,"Region10"
"14",0.235507670224172,384,"Region10"
"15",0.234458756289864,383,"Region10"
"16",0.231833687836433,383,"Region10"
"17",0.227022416832534,382,"Region10"
"18",0.222828241000828,381,"Region10"
"19",0.222373433019953,380,"Region10"
"20",0.207213915660947,379,"Region10"
"21",0.204031359503771,379,"Region10"
"22",0.202034669926035,378,"Region10"
"23",0.200315973396127,378,"Region10"
"24",0.199045180619071,377,"Region10"
"25",0.198283417010822,377,"Region10"
"26",0.198008186728177,376,"Region10"
"27",0.192713318249896,375,"Region10"
"28",0.190498846250381,374,"Region10"
"29",0.185867285850414,373,"Region10"
"30",0.185282101779524,372,"Region10"
"31",0.178368557566079,372,"Region10"
"32",0.177751460216407,371,"Region10"
"33",0.176875019829104,371,"Region10"
"34",0.17619911509528,370,"Region10"
"35",0.173536502752757,369,"Region10"
"36",0.172168789812384,369,"Region10"
"37",0.169068778417543,368,"Region10"
"38",0.167812357887113,368,"Region10"
"39",0.165505976539598,367,"Region10"
"40",0.164780199600913,366,"Region10"
"41",0.164746512993286,366,"Region10"
"42",0.162326421238052,366,"Region10"
"43",0.161794599314507,366,"Region10"
"44",0.160400961722273,365,"Region10"
"45",0.155330600588536,364,"Region10"
"46",0.155313258967602,364,"Region10"
"47",0.154722436776154,364,"Region10"
"48",0.153956192845684,364,"Region10"
"49",0.151023119659506,364,"Region10"
"50",0.1492546545366,363,"Region10"
"51",0.148507323905111,363,"Region10"
"52",0.147983962068544,363,"Region10"
"53",0.147368536391898,363,"Region10"
"54",0.146059991392829,363,"Region10"
"55",0.145344736913359,363,"Region10"
"56",0.144437627790956,362,"Region10"
"57",0.144040318898739,361,"Region10"
"58",0.143495842545713,360,"Region10"
"59",0.140545262090012,359,"Region10"
"60",0.140502766590361,358,"Region10"
"61",0.140466665754633,358,"Region10"
"62",0.140194154496969,357,"Region10"
"63",0.140046680348508,356,"Region10"
"64",0.139025152249882,357,"Region10"
"65",0.13899832068932,356,"Region10"
"66",0.138120722758718,356,"Region10"
"67",0.137130278375984,355,"Region10"
"68",0.136948539313346,356,"Region10"
"69",0.136903175629101,355,"Region10"
"70",0.135844972842049,356,"Region10"
"71",0.135068556759897,355,"Region10"
"72",0.134478548402272,354,"Region10"
"73",0.134015926023756,353,"Region10"
"74",0.133471651312955,353,"Region10"
"75",0.132447195010163,353,"Region10"
"76",0.132202874622333,352,"Region10"
"77",0.13092127183226,352,"Region10"
"78",0.130135253005092,351,"Region10"
"79",0.129668738379635,350,"Region10"
"80",0.128664287263177,349,"Region10"
