"height","cumul"
"1",0.152977842314386,0
"2",0.151464061251685,-660.597509533918
"3",0.147187656061393,0
"4",0.131707687725979,-64.5996153436742
"5",0.12760450608717,-243.713315184907
"6",0.126999846731325,0
"7",0.124792402853283,0
"8",0.09536644554406,0
"9",0.0906923119906285,0
"10",0.0843160041420528,-156.830570880196
"11",0.0842530592300104,0
"12",0.0838577291381669,0
"13",0.0834260955884485,0
"14",0.0805709828209846,0
"15",0.074568248728955,-166.590754257763
"16",0.0704343187997452,0
"17",0.062685917336286,129.05887810743
"18",0.0623948819178208,0
"19",0.0614026672234806,-1007.84639222158
"20",0.055402936501884,0
"21",0.0545876686067888,0
"22",0.0522748082397045,0
"23",0.0516554289251476,0
"24",0.0514087019243962,0
"25",0.0494276318531714,0
"26",0.047921405081663,0
"27",0.0428314685877265,0
"28",0.0427866154690071,0
"29",0.0397154305452073,0
"30",0.037833545360119,0
"31",0.0363473989019246,0
"32",0.0358417131825814,0
"33",0.0318513328389848,0
"34",0.0309883159703664,0
"35",0.0302057527451796,-1277.85202244993
"36",0.029948957660347,0
"37",0.028929709620908,0
"38",0.026567028743733,0
"39",0.0262225205484573,-2902.68856797405
"40",0.0260221715070653,0
"41",0.0258220089515699,0
"42",0.0240304447263012,-558.17144922617
"43",0.0227362679045156,772.691940673318
"44",0.0220948187142102,0
"45",0.0212353523864706,0
"46",0.0207176504276372,0
"47",0.0185617779953738,0
"48",0.0184853549140243,0
"49",0.0182486397674942,0
"50",0.0166056192458572,0
"51",0.0163440634231508,-3823.27561914841
"52",0.0159608263909662,0
"53",0.0154342918447388,0
"54",0.015291749655488,-7015.46682603903
"55",0.0142729346710885,0
"56",0.0139725367066975,3328.91736476121
"57",0.0130768760772798,0
"58",0.0128493283603693,0
"59",0.0122153100599443,-1577.2415391315
"60",0.0112319890055247,0
"61",0.0110709042796899,0
"62",0.0109058133627002,0
"63",0.010777189252215,-7774.592152496
"64",0.0105351437556115,0
"65",0.00999666777740749,0
"66",0.00881085673898063,-843.304681432753
"67",0.00880749778312639,297711.563770126
"68",0.0086365150840555,0
"69",0.00832852635648174,3246.87207833121
"70",0.00832754631904731,-1020369.18679891
"71",0.00785807120342674,-2130.03834863147
"72",0.00770598850873316,0
"73",0.00736331257696343,0
"74",0.00710555025309512,0
"75",0.00661160321533405,-2024.50854758182
"76",0.00659986619253816,0
"77",0.00657501494321577,0
"78",0.00633489322140601,0
"79",0.00626042677644034,0
"80",0.00593463548389772,0
"81",0.00574903568272145,5387.93680630214
"82",0.00541016024171337,-2950.93677200455
"83",0.00498227354674385,0
"84",0.00404040404040407,0
"85",0.00400736562075843,0
"86",0.00392608016034257,-12302.3231323778
"87",0.00374084681062448,0
"88",0.00373649688767685,0
"89",0.00343189017951429,0
"90",0.00305969778182047,0
"91",0.00302808563749346,0
"92",0.00297334194718657,0
"93",0.0028089887640449,0
"94",0.00269985108233328,0
"95",0.00262400201785362,-13184.0782330039
"96",0.00262268687167178,0
"97",0.00254954915851502,0
"98",0.00250815950949801,24160.6301031699
"99",0.00242667708021205,-12272.5845162337
"100",0.00230342511131854,0
"101",0.00227434790604875,0
"102",0.0021450275597189,-7732.7352453064
"103",0.00160744248813971,0
"104",0.00118148408565644,0
"105",0.00114156869466842,0
"106",0.00101010101010102,0
"107",0.000999720162437212,0
"108",0.0008414730178542,-6319.22934619162
"109",0.000782588450324306,-16982.3782690149
"110",0.000746705026257732,0
"111",0.000684526516701145,0
"112",0.000648398995531041,0
"113",0.000647826135757756,0
"114",0.000570204154095255,0
"115",0.000467136213184949,-9702.33800314531
"116",0.000451773203190564,0
"117",0.000426712182632794,39902.6048318664
"118",0.000398374631503495,0
"119",0.000398322873045198,-19320513.6493878
"120",0.000316139621931999,12167.9294315407
"121",0.000300474678193607,0
"122",0.000246860928758252,-18651.9318371075
"123",0.000244333795001661,-395705.212433567
"124",0.000215031504280705,0
"125",0.000213356091316452,0
"126",0.00014975108012838,-15722.0316657616
"127",0.000142790168174756,0
"128",0.000133856898579032,-111941.097185596
"129",9.72005849343427e-05,0
"130",8.90460891901368e-05,-122631.739762761
"131",8.62085534587553e-05,0
"132",8.16288522030861e-05,-218354.854208471
"133",8.01526269227359e-05,0
"134",7.98017810254015e-05,0
"135",7.62771094904302e-05,0
"136",7.39870402364229e-05,0
"137",5.57130943107387e-05,-54722.7185670113
"138",3.75366026224011e-05,-55016.1173644759
"139",3.38937816343199e-05,0
"140",2.64655286490445e-05,-134621.155469832
"141",2.26777939043021e-05,0
"142",2.21055629781031e-05,-1747546.23389949
"143",2.13728663500667e-05,0
"144",1.81995668145918e-05,-315129.406732896
"145",1.63895622847798e-05,-552484.805164491
"146",1.29582699992525e-05,-291435.388415571
"147",9.46452120198504e-06,-286225.501038344
"148",5.62702399509174e-06,0
"149",5.60583434383588e-06,-47192848.4298895
"150",5.14142944685325e-06,-2153293.40086051
"151",4.73388839949962e-06,0
"152",1.26167273517552e-06,-288000.543939329
"153",8.74292915620245e-07,-2581445.77884317
"154",9.10709487822459e-08,-1276777.26409688
"155",1.11022302462516e-16,0
"156",1.11022302462516e-16,NA
"157",2.22044604925031e-16,9007199254740992
"158",2.22044604925031e-16,-Inf
