"height","cumul","Region"
"1",0.300480260770666,302,"Region9"
"2",0.263531549710382,301,"Region9"
"3",0.25250056386602,301,"Region9"
"4",0.242615039495593,300,"Region9"
"5",0.239048867396639,300,"Region9"
"6",0.238956042876461,299,"Region9"
"7",0.237561688348535,298,"Region9"
"8",0.235440912129101,297,"Region9"
"9",0.234427325560284,296,"Region9"
"10",0.232337800622753,296,"Region9"
"11",0.230649288711632,296,"Region9"
"12",0.225842163777168,295,"Region9"
"13",0.224991648450214,295,"Region9"
"14",0.22174585355627,294,"Region9"
"15",0.219954249343989,294,"Region9"
"16",0.218638799117183,293,"Region9"
"17",0.217785705023481,292,"Region9"
"18",0.215902369222166,292,"Region9"
"19",0.214702046949798,291,"Region9"
"20",0.211333559580031,291,"Region9"
"21",0.208509143254992,290,"Region9"
"22",0.207333722873282,289,"Region9"
"23",0.201773133337365,288,"Region9"
"24",0.197862470249285,288,"Region9"
"25",0.193814655987505,288,"Region9"
"26",0.19178860954216,288,"Region9"
"27",0.191636622258533,287,"Region9"
"28",0.187917961113538,286,"Region9"
"29",0.184499549475976,286,"Region9"
"30",0.176666851033673,286,"Region9"
"31",0.176466474210942,286,"Region9"
"32",0.174811382166392,286,"Region9"
"33",0.174299922983237,286,"Region9"
"34",0.171046055000476,285,"Region9"
"35",0.170684791394069,284,"Region9"
"36",0.169941633699786,284,"Region9"
"37",0.16655970013139,284,"Region9"
"38",0.162796542679877,283,"Region9"
"39",0.158988130805161,282,"Region9"
"40",0.158307562186685,281,"Region9"
"41",0.154408749175295,282,"Region9"
"42",0.153491844905816,282,"Region9"
"43",0.153195287329595,282,"Region9"
"44",0.152665544741884,282,"Region9"
"45",0.15049830470301,281,"Region9"
"46",0.150072012310547,280,"Region9"
"47",0.148662833063108,280,"Region9"
"48",0.145919105256309,279,"Region9"
"49",0.14432858329384,278,"Region9"
"50",0.143156793882265,278,"Region9"
"51",0.141948655486441,278,"Region9"
"52",0.140407499823078,278,"Region9"
"53",0.137466275664326,277,"Region9"
"54",0.137072582640831,277,"Region9"
"55",0.13596499892062,276,"Region9"
"56",0.13553212749979,275,"Region9"
"57",0.134586637121591,275,"Region9"
"58",0.134112246841975,274,"Region9"
"59",0.127718078791379,273,"Region9"
"60",0.12762417604364,272,"Region9"
"61",0.125706467523032,272,"Region9"
"62",0.12364523161679,272,"Region9"
"63",0.123380757052057,272,"Region9"
"64",0.123251302694584,272,"Region9"
"65",0.122194197000524,272,"Region9"
"66",0.121529673343455,272,"Region9"
"67",0.120464447650987,271,"Region9"
"68",0.120199451296911,270,"Region9"
"69",0.119240618781644,270,"Region9"
"70",0.118900392494436,270,"Region9"
"71",0.117293170843996,270,"Region9"
"72",0.116955627525733,269,"Region9"
"73",0.116725762405745,269,"Region9"
"74",0.115197824020531,269,"Region9"
"75",0.114531532656274,268,"Region9"
"76",0.11299787531988,268,"Region9"
"77",0.112918607815837,268,"Region9"
"78",0.112761236385713,267,"Region9"
"79",0.111100775175986,267,"Region9"
"80",0.11078498266069,266,"Region9"
"81",0.110265787840022,266,"Region9"
"82",0.108204903549369,265,"Region9"
"83",0.107904116995048,265,"Region9"
"84",0.106869221350917,264,"Region9"
"85",0.106231850950857,264,"Region9"
"86",0.104902997814581,263,"Region9"
"87",0.10445081854151,262,"Region9"
"88",0.104026676229618,262,"Region9"
"89",0.10388607829646,262,"Region9"
"90",0.102628368803076,261,"Region9"
"91",0.1025425673882,261,"Region9"
"92",0.100991897913722,260,"Region9"
"93",0.100814502049224,259,"Region9"
"94",0.100676932016369,259,"Region9"
"95",0.100417682833655,258,"Region9"
"96",0.100239819836424,258,"Region9"
"97",0.0994898125696388,258,"Region9"
"98",0.0991101513929927,257,"Region9"
"99",0.0986708200953892,257,"Region9"
"100",0.0984074548971171,257,"Region9"
"101",0.0983011508496406,256,"Region9"
"102",0.098155435233651,256,"Region9"
"103",0.0975353086084652,255,"Region9"
"104",0.0971187729685159,254,"Region9"
"105",0.0968662934195411,253,"Region9"
"106",0.0955617835954838,253,"Region9"
"107",0.0945643324294001,253,"Region9"
"108",0.094538559987517,253,"Region9"
"109",0.0933910821869279,252,"Region9"
"110",0.0923824901950885,252,"Region9"
"111",0.0909096932436157,252,"Region9"
"112",0.090908508287759,253,"Region9"
"113",0.0891911523180642,253,"Region9"
"114",0.0878775362973379,253,"Region9"
"115",0.0873340902784764,252,"Region9"
"116",0.0862195074519169,252,"Region9"
"117",0.0862191292396653,251,"Region9"
"118",0.085521470331252,252,"Region9"
"119",0.0849532532540439,251,"Region9"
"120",0.0847902649273239,251,"Region9"
"121",0.0847301246733166,250,"Region9"
"122",0.0846396592548723,250,"Region9"
"123",0.0836419810703684,251,"Region9"
"124",0.083489648829317,251,"Region9"
